Category,Country,FiscalYear,NumCompanies,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Consumer,Argentina,FY2018,17,28.511705882352942,15.632336450879468,29.708,10.118,39.902,9.194705882352942,9.077658928345851,10.258,2.102,17.006,-1.8546470588235293,5.65408902467603,-0.061,-5.176,0.969,5.215823529411765,7.594988814113237,2.4,0.957,11.749,10.437411764705882,18.544911482379025,3.368,1.178,14.394,-10.180529411764708,28.516783741421776,-2.125,-28.67,2.016,105.82988235294118,60.14846315662442,108.598,63.665,138.452,244759.53972196672,423283.10057839047,70683.4364332238,14235.6864882351,154856.365173571,-67791.62988237676,236484.69055106613,-2384.64520076249,-24219.0522028696,-524.914927689892,196067.24001039172,314255.4922140648,37819.7345114256,20337.8550335177,274249.93394175,1451330.765321947,4459798.653548717,165862.701948822,48779.993859915,717034.9012947,778918.3802823676,2754660.272320391,16483.7374973643,5571.89229298377,183665.1952705,371006.95876222674,979212.5897484111,112162.428608856,26006.8375643384,259166.880985299,-41879.71278462202,78772.64251027322,-6992.33629104867,-45317.0013254471,-1766.15968744676
Consumer,Australia,FY2018,104,43.402461538461544,21.882294676871616,43.210499999999996,28.498749999999998,56.53125,6.407778846153847,22.381432816131635,9.380500000000001,2.7037500000000003,16.91525,-4.406615384615384,32.785065448283376,3.615,-4.1965,8.55125,3.4367211538461535,11.608970230665406,5.121,0.889,7.441000000000001,5.890615384615385,18.645274490681015,6.9455,1.0655000000000001,13.3095,-7.54671153846154,64.15554540658812,8.4985,-6.878,18.109750000000002,14.641605769230768,43.08469810073085,8.212499999999999,-0.6355,20.945,386895.3426633594,1500953.5175838098,53339.848308853805,12658.97022719155,186675.63319150274,-8477.964743838942,22703.26145104948,-1163.62708782822,-5617.9543682656895,-254.45426498450377,227098.48585510827,909967.7947526524,16439.15605588285,4929.9186362925,95960.6138515875,991443.5160115095,3310957.601467229,112585.1667342515,31659.933662358977,545097.1339341827,182539.6132499883,494706.7034474193,14329.350637865,1888.2323871337499,101960.428936985,530373.8392141568,1905425.6997299118,63292.529550355,16012.256647837901,259030.1176631515,-46747.31074165082,186880.26214888904,-3903.568887196,-21217.183426529675,-602.5818075949853
Consumer,Austria,FY2018,5,45.7434,18.888202525386053,36.066,32.151,50.341,8.483,5.638320991217155,9.702,9.109,10.097,2.1766000000000005,4.978875840990614,4.554,4.002,4.614,1.8892000000000002,3.9496024812631463,4.118,0.017,4.372,2.3236000000000003,5.857261291764266,5.392,0.021,6.092,3.0505999999999993,16.520306687225876,9.955,5.619,13.18,-1.3854000000000002,5.221643672254935,-3.46,-5.658,0.365,406248.06584334315,320481.33289707697,380115.954118041,142239.493623964,509193.043098943,-8142.184359386532,8035.602195493496,-3769.63959109075,-12549.5612681828,-2349.01324100844,319876.618463399,328464.923037723,265803.755411351,47947.35571307,308694.756093938,1062194.8433982825,1046709.2951265719,638465.765906812,138043.950741976,1550121.36462289,235660.743049514,197047.5468094844,200804.900368761,41149.48080336,454457.875457421,560139.679719775,642376.9024286176,272506.297201369,81321.273176942,630611.403645192,-80788.7823555875,75443.55256195419,-50130.7741234998,-153259.146309411,-11959.6303693534
Consumer,Belgium,FY2018,13,37.41061538461538,18.24565495815568,34.305,25.299,44.571,15.751923076923077,10.099580375605395,12.058,8.053,19.304,8.042461538461538,7.42133281224196,4.41,2.44,12.024,5.328615384615386,2.954750218219978,4.409,3.036,7.527,7.774076923076923,4.523586501907163,5.55,3.932,12.96,10.398153846153845,6.850622777373588,8.213,5.191,17.907,-0.658153846153846,15.962392980647953,-1.833,-4.876,4.067,2972597.2755515133,8725002.142138068,203304.268560734,127365.87100863,575129.849893858,-361935.8404499308,1231829.7226871045,-2908.71626342623,-6141.01687771676,-791.246405398121,2528967.444244732,7272295.4850105485,251771.238810999,71626.975032753,640435.0,19256418.74091555,61972202.926891126,814714.907175724,366731.165522401,3193954.6596232,8782311.954871116,29709396.686035335,171353.33178922,80604.5339968,178268.8344219,6226849.037911566,18978145.195488907,291738.035234668,152285.321715602,1355850.6982814,-452978.8983042734,1319101.215298397,-36332.3815851839,-60336.0,-17314.1247008087
Consumer,Brazil,FY2018,89,34.91589887640449,17.755972640368206,32.678,24.673,46.551,10.921820224719102,17.080728713477395,10.083,4.588,18.054,2.6118426966292136,19.489375345775297,4.7,0.499,11.668,3.812438202247191,11.576507374322969,5.172,2.221,7.428,-3.441067415730335,85.17800753660282,7.603,2.616,13.809,7.124191011235955,196.40274400082447,13.711,3.125,21.682,14.687808988764047,29.074301246736553,7.51,2.308,23.812,455730.80571603356,1042046.9879016283,117093.109537562,39069.3192455397,387563.647884938,-40426.37553369348,76028.14508408726,-12143.0625813208,-34815.2538195683,-3513.1981466847,327050.18922907766,782299.7781108972,60130.188912684,14425.903464214,194831.968871986,1613913.8604934376,3395186.591503966,442337.974965526,183276.160728754,1486719.45040399,424002.7183147373,809720.1011495644,115391.987355154,36382.868856538,387152.107390984,606971.4843925468,1686071.864689876,183747.578599404,46953.478227902,594857.542257264,-56377.83349867089,128621.16611471376,-13037.4005140391,-49384.1747636987,-2608.18332150393
Consumer,Bulgaria,FY2018,10,34.41459999999999,19.33349142912371,34.135,19.60425,48.061499999999995,11.7194,11.020992833678825,13.734,1.794,15.4205,7.9749,13.576517237126758,6.8355,5.38475,10.4725,0.7675,2.305374644173914,1.044,-0.59225,2.773,0.3399000000000001,3.499021018799401,1.1795,-0.99225,3.083,-69.2135,233.08905412492024,3.5665000000000004,0.953,6.38625,-5.167,24.954404665309088,-6.704,-15.81925,7.606,17422.32224251022,14196.70251673371,15302.970956136749,4934.445852792565,26348.9446060497,-1773.260816771671,2429.4611625507314,-737.5253116165345,-2351.2959023845124,-267.47745644381826,73049.5200181758,94055.57386094447,42050.7492387345,8991.89299922925,90894.25778437125,155246.3123378508,159182.894893944,90765.043314693,18605.127604635,229201.2994597425,35856.473893429196,43490.69572952746,18358.698197004,5442.08030901975,50653.68180715425,90434.90985648899,100173.50484588265,20653.828143134997,9468.508545936,181131.61437464773,-4150.247838279623,7678.644640345425,-1258.895026377793,-3440.07405889087,-422.3487150845392
Consumer,Canada,FY2018,66,34.847757575757576,18.47330200509734,30.287,20.088250000000002,48.287499999999994,-4.722681818181818,47.12981205434144,8.120999999999999,1.9005,13.94125,-5.418060606060606,52.41993389486276,4.32,-2.46375,8.11075,-3.5768030303030303,28.74764009983581,4.188000000000001,-0.44225000000000003,6.937250000000001,0.9726060606060616,59.462021394581434,5.8255,1.0905,9.51,-25.37018181818182,140.60286976541403,11.096,-4.987,19.73075,10.91419696969697,36.94153875657628,4.558,-0.26875000000000004,16.051000000000002,942795.7776296247,2322116.4580922085,91926.4760456421,9004.99675,562038.3597123551,-44659.857513899726,116903.30707954093,-3828.778672915125,-24144.0,-528.8234232991235,816976.0530429473,2063773.948057244,50045.63119868,5085.60452223025,374222.7046674555,3056293.7620906373,6777919.400290099,311434.1004750465,27306.395788620277,1692566.7697449876,1079132.238354959,2623559.8974092044,77826.06886439986,4675.7413739125,530423.062350675,1109781.6374347801,2427851.723855195,109479.26887911,5857.77783470743,598678.88734485,-112693.87510452313,283772.09326806193,-10187.81650997044,-65775.77510035223,-626.595766722605
Consumer,Chile,FY2018,45,29.873733333333334,13.628153233329567,30.09,23.395,35.468,11.824066666666669,7.611559409214382,12.785,6.563,17.334,8.407666666666666,18.209652434293684,5.168,2.285,10.33,3.3075333333333328,3.299641385228266,3.464,1.352,4.651,4.240333333333333,4.330205229932333,4.164,1.624,5.995,7.5081999999999995,9.890408636878684,7.203,2.348,12.024,3.531022222222221,20.647480919783884,2.32,-3.057,7.756,381686.03004315007,950505.6857730008,90673.7060933209,19434.5864434341,195367.168339773,-24270.327823322827,67678.50341927886,-3533.14797445467,-12780.15455128,-691.93542641733,385931.2809156494,807717.1217141656,71545.365926848,36401.317973504,278426.585849984,1574057.0928737726,3976327.763036735,486298.190618944,116122.010710464,1111611.46836045,476528.6090344164,1158384.7507983786,114875.80392288,18344.148118912,397700.97511936,664888.2171310546,1523482.2857781665,246453.806237056,54599.407500352,500292.077395264,-48858.936459135344,101743.60809426576,-19127.0,-41255.9030103098,-3089.76919190896
Consumer,China,FY2018,845,29.186958579881658,17.012436034254065,26.306,17.307,37.568,11.323570414201182,15.797569386596528,10.428,5.244,17.517,4.076340828402366,24.65916347645216,6.26,2.118,11.877,4.087957396449704,6.040494408079766,3.634,1.279,6.76,5.830449704142011,14.23066359724256,5.028,1.702,9.667,6.21726627218935,69.1214622528552,10.013,3.777,17.375,12.862152662721893,28.307260108308185,10.006,0.84,21.724,303081.9824867807,1091177.8805378813,73530.5245889978,30343.6265026192,198006.019107567,-12075.321549399045,34102.41903928122,-2132.4070847388,-8652.18843842904,-509.136115050149,300422.7752394351,773860.3430226179,99437.2139537227,35463.6697073226,226707.98609036,1500324.962440523,5333148.254469562,427404.006537099,178357.941133597,1040354.5889301,276765.39003350324,949063.6373762803,44404.3793976,9610.537,171626.677625779,690347.4801273799,2162839.8858660953,241264.822541492,96946.362940992,513165.01186638,-72715.80688840529,251271.36460708053,-19655.5490134992,-55058.9499134284,-6578.65023591709
Consumer,Colombia,FY2018,14,22.017571428571426,13.142245762177383,23.4375,10.00025,31.3085,11.847285714285714,16.573798355186035,11.363,5.922000000000001,14.745750000000001,-7.609428571428571,68.97877954405803,1.7185000000000001,-7.057,4.7700000000000005,1.4478571428571432,2.387170496548547,0.97,0.22749999999999998,2.7845,1.9270714285714285,3.2278563754622422,1.2690000000000001,0.34775,3.41625,0.7592142857142855,8.91726193705678,1.7975,-5.0465,5.7855,-5.621714285714286,29.76388758553025,1.831,-12.213000000000001,7.5365,245472.98461596755,451829.34380174516,6088.389650000645,1029.0241172522935,175669.48915179554,-25160.486948371195,40963.02815042106,-3717.5167048878902,-23738.87571798285,-189.16112757815026,602636.065746181,1357096.6667665234,112944.693152829,19603.535582204247,457460.30161422,2178534.438194677,5678979.077754971,199434.526316355,26396.26564255575,632024.3286200602,534719.9866472941,1239983.0441746186,32887.146530065496,426.79067175150004,354968.5972422555,684604.8979128061,1530643.8007992457,68626.128840849,23761.889706549002,180196.97281869827,-78495.46882272107,209304.95958488906,-2351.3189854798006,-52286.645694756226,-528.9149473336013
